text,label
adversaries may abuse extended attributes xattrs on macos and linux to hide their malicious data in order to evade detection extended attributes are key value pairs of file and directory metadata used by both macos and linux they are not visible through standard tools like finder ls or cat and require utilities such as xattr macos or getfattr linux for inspection operating systems and applications use xattrs for tagging integrity checks and access control on linux xattrs are organized into namespaces such as user user permissions trusted root permissions security and system each with specific permissions on macos xattrs are flat strings without namespace prefixes commonly prefixed with com apple com apple quarantine com apple metadata kmditemusertags and used by system features like gatekeeper and spotlight an adversary may leverage xattrs by embedding second stage payload into the extended attribute of legitimate file on macos payload can be embedded into custom attribute using the xattr command separate loader can retrieve the attribute with xattr decode the content and execute it using scripting interpreter on linux an adversary may use setfattr to write payload into the user namespace of legitimate file loader script can later extract the payload with getfattr only values decode it and execute it using bash or another interpreter in both cases because the primary file content remains unchanged security tools and integrity checks that do not inspect extended attributes will observe the original file hash allowing the malicious payload to evade detection,1
adversaries may attempt to hide their file based artifacts by writing them to specific folders or file names excluded from antivirus av scanning and other defensive capabilities av and other file based scanners often include exclusions to optimize performance as well as ease installation and legitimate use of applications these exclusions may be contextual scans are only initiated in response to specific triggering events but are also often hardcoded strings referencing specific folders and files assumed to be trusted and legitimate adversaries may abuse these exclusions to hide their file based artifacts for example rather than tampering with tool settings to add new exclusion disable or modify tools adversaries may drop their file based payloads in default or otherwise well known exclusions adversaries may also use security software discovery and other discovery activities to both discover and verify existing exclusions in victim environment,1
adversaries may use hidden file system to conceal malicious activity from users and security tools file systems provide structure to store and access data from physical storage typically user engages with file system through applications that allow them to access files and directories which are an abstraction from their physical location ex disk sector standard file systems include fat ntfs ext4 and apfs file systems can also contain other structures such as the volume boot record vbr and master file table mft in ntfs adversaries may use their own abstracted file system separate from the standard file system present on the infected system in doing so adversaries can hide the presence of malicious components and file input from security tools hidden file systems sometimes referred to as virtual file systems can be implemented in numerous ways one implementation would be to store file system in reserved disk space unused by disk structures or standard file system partitions another implementation could be for an adversary to drop their own portable partition image as file on top of the standard file system adversaries may also fragment files across the existing file system structure in non standard ways,1
adversaries may set files and directories to be hidden to evade detection mechanisms to prevent normal users from accidentally changing special files on system most operating systems have the concept of hidden file these files don show up when user browses the file system with gui or when using normal commands on the command line users must explicitly ask to show the hidden files either via series of graphical user interface gui prompts or with command line switches code dir for windows and code ls for linux and macos on linux and mac users can mark specific files as hidden simply by putting as the first character in the file or folder name files and folders that start with period are by default hidden from being viewed in the finder application and standard command line utilities like ls users must specifically change settings to have these files viewable files on macos can also be marked with the uf hidden flag which prevents them from being seen in finder app but still allows them to be seen in terminal app on windows users can mark specific files as hidden by using the attrib exe binary many applications create these hidden files and folders to store information so that it doesn clutter up the user workspace for example ssh utilities create ssh folder that hidden and contains the user known hosts and keys additionally adversaries may name files in manner that would allow the file to be hidden such as naming file only space character adversaries can use this to their advantage to hide files and folders anywhere on the system and evading typical user or system analysis that does not incorporate investigation of hidden files,1
adversaries may use hidden users to hide the presence of user accounts they create or modify administrators may want to hide users when there are many user accounts on given system or if they want to hide their administrative or other management accounts from other users in macos adversaries can create or modify user to be hidden through manipulating plist files folder attributes and user attributes to prevent user from being shown on the login screen and in system preferences adversaries can set the userid to be under and set the key value code hide500users to code true in the code plist file every user has userid associated with it when the code hide500users key value is set to code true users with userid under do not appear on the login screen and in system preferences using the command line adversaries can use the code dscl utility to create hidden user accounts by setting the code ishidden attribute to code adversaries can also hide user home folder by changing the code chflags to hidden adversaries may similarly hide user accounts in windows adversaries can set the code hklm software microsoft windows nt currentversion winlogon specialaccounts userlist registry key value to code for specific user to prevent that user from being listed on the logon screen on linux systems adversaries may hide user accounts from the login screen also referred to as the greeter the method an adversary may use depends on which display manager the distribution is currently using for example on an ubuntu system using the gnome display manger gdm accounts may be hidden from the greeter using the code gsettings command ex code sudo gdm gsettings set org gnome login screen disable user list true display managers are not anchored to specific distributions and may be changed by user or adversary,1
adversaries may use hidden windows to conceal malicious activity from the plain sight of users in some cases windows that would typically be displayed when an application carries out an operation can be hidden this may be utilized by system administrators to avoid disrupting user work environments when carrying out administrative tasks adversaries may abuse these functionalities to hide otherwise visible windows from users so as not to alert the user to adversary activity on the system on macos the configurations for how applications run are listed in property list plist files one of the tags in these files can be code apple awt uielement which allows for java applications to prevent the application icon from appearing in the dock common use for this is when applications run in the system tray but don also want to show up in the dock similarly on windows there are variety of features in scripting languages such as powershell jscript and visual basic to make windows hidden one example of this is code powershell exe windowstyle hidden the windows registry can also be edited to hide application windows from the current user for example by setting the windowposition subkey in the hkey current user console systemroot system32 windowspowershell v1 powershell exe registry key to maximum value powershell windows will open off screen and be hidden in addition windows supports the createdesktop api that can create hidden desktop window with its own corresponding code explorer exe process all applications running on the hidden desktop window such as hidden vnc hvnc session will be invisible to other desktops windows adversaries may also leverage cmd exe as parent process and then utilize lolbin such as devicecredentialdeployment exe to hide windows,1
adversaries may evade defensive mechanisms by executing commands that hide from process interrupt signals many operating systems use signals to deliver messages to control process behavior command interpreters often include specific commands that ignore errors and other hangups such as when the user of the active session logs off these interrupt signals may also be used by defensive tools and analysts to pause or terminate specified running processes adversaries may invoke processes using nohup powershell erroraction silentlycontinue or similar commands that may be immune to hangups this may enable malicious commands and malware to continue execution through system events that would otherwise terminate its execution such as users logging off or the termination of its c2 network connection hiding from process interrupt signals may allow malware to continue execution but unlike trap this does not establish persistence since the process will not be re invoked once actually terminated,1
adversaries may use ntfs file attributes to hide their malicious data in order to evade detection every new technology file system ntfs formatted partition contains master file table mft that maintains record for every file on the partition within mft entries are file attributes such as extended attributes ea and data known as alternate data streams adss when more than one data attribute is present that can be used to store arbitrary data and even complete files adversaries may store malicious data or binaries in file attribute metadata instead of directly in files this may be done to evade some defenses such as static indicator scanning tools and anti virus,0
adversaries may attempt to hide process command line arguments by overwriting process memory process command line arguments are stored in the process environment block peb data structure used by windows to store various information about by process the peb includes the process command line arguments that are referenced when executing the process when process is created defensive tools that monitor process creations may retrieve the process arguments from the peb adversaries may manipulate process peb to evade defenses for example process hollowing can be abused to spawn process in suspended state with benign arguments after the process is spawned and the peb is initialized and process information is potentially logged by tools adversaries may override the peb to modify the command line arguments ex using the native api code writeprocessmemory function then resume process execution with malicious arguments adversaries may also execute process with malicious command line arguments then patch the memory with benign arguments that may bypass subsequent process memory analysis this behavior may also be combined with other tricks such as parent pid spoofing to manipulate or further evade process based detections,0
adversaries may abuse resource forks to hide malicious code or executables to evade detection and bypass security applications resource fork provides applications structured way to store resources such as thumbnail images menu definitions icons dialog boxes and code usage of resource fork is identifiable when displaying file extended attributes using code ls or code xattr commands resource forks have been deprecated and replaced with the application bundle structure non localized resources are placed at the top level directory of an application bundle while localized resources are placed in the code folder adversaries can use resource forks to hide malicious data that may otherwise be stored directly in files adversaries can execute content with an attached resource fork at specified offset that is moved to an executable location then invoked resource fork content may also be obfuscated until execution,0
adversaries may carry out malicious operations using virtual instance to avoid detection wide variety of virtualization technologies exist that allow for the emulation of computer or computing environment by running malicious code inside of virtual instance adversaries can hide artifacts associated with their behavior from security tools that are unable to monitor activity inside the virtual instance additionally depending on the virtual networking implementation ex bridged adapter network traffic generated by the virtual instance can be difficult to trace back to the compromised host as the ip address and hostname might not match known values adversaries may utilize native support for virtualization ex hyper deploy lightweight emulators ex qemu or drop the necessary files to run virtual instance ex virtualbox binaries after running virtual instance adversaries may create shared folder between the guest and host with permissions that enable the virtual instance to interact with the host file system threat actors may also leverage temporary virtualized environments such as the windows sandbox which supports the use of wsb configuration files for defining execution parameters for example the mappedfolder property supports the creation of shared folder while the logoncommand property allows the specification of payload in vmware environments adversaries may leverage the vcenter console to create new virtual machines however they may also create virtual machines directly on esxi servers by running valid vmx file with the utility adding this command to rc scripts will cause the vm to persistently restart creating vm this way prevents it from appearing in the vcenter console or in the output to the vim cmd vmsvc command on the esxi server thereby hiding it from typical administrative activities,1
adversaries may hide malicious visual basic for applications vba payloads embedded within ms office documents by replacing the vba source code with benign data ms office documents with embedded vba content store source code inside of module streams each module stream has code performancecache that stores separate compiled version of the vba source code known as code the code is executed when the ms office version specified in the code vba project stream which contains the version dependent description of the vba project matches the version of the host ms office application an adversary may hide malicious vba code by overwriting the vba source code location with zero benign code or random bytes while leaving the previously compiled malicious code tools that scan for malicious vba source code may be bypassed as the unwanted code is hidden in the compiled code if the vba source code is removed some tools might even think that there are no macros present if there is version match between the code vba project stream and host ms office application the code will be executed otherwise the benign vba source code will be decompressed and recompiled to code thus removing malicious code and potentially bypassing dynamic analysis,1
adversaries may manipulate network traffic in order to hide and evade detection of their c2 infrastructure this can be accomplished by identifying and filtering traffic from defensive tools masking malicious domains to obfuscate the true destination from both automated scanning tools and security researchers and otherwise hiding malicious artifacts to delay discovery and prolong the effectiveness of adversary infrastructure that could otherwise be identified blocked or taken down entirely c2 networks may include the use of proxy or vpns to disguise ip addresses which can allow adversaries to blend in with normal network traffic and bypass conditional access policies or anti abuse protections for example an adversary may use virtual private cloud to spoof their ip address to closer align with victim ip address ranges this may also bypass security measures relying on geolocation of the source ip address adversaries may also attempt to filter network traffic in order to evade defensive tools in numerous ways including blocking common incident responder or security appliance user agents filtering traffic based on ip and geo fencing may also avoid automated sandboxing or researcher activity virtualization evasion hiding c2 infrastructure may also be supported by resource development activities such as acquire infrastructure and compromise infrastructure for example using widely trusted hosting services or domains such as prominent url shortening providers or marketing services for c2 networks may enable adversaries to present benign content that later redirects victims to malicious web pages or infrastructure once specific conditions are met,1
adversaries may execute their own malicious payloads by hijacking the way operating systems run programs hijacking execution flow can be for the purposes of persistence since this hijacked execution may reoccur over time adversaries may also use these mechanisms to elevate privileges or evade defenses such as application control or other restrictions on execution there are many ways an adversary may hijack the flow of execution including by manipulating how the operating system locates programs to be executed how the operating system locates libraries to be used by program can also be intercepted locations where the operating system looks for programs such as file directories and in the case of windows the registry could also be poisoned to include malicious payloads,1
adversaries may execute their own malicious payloads by hijacking how the net appdomainmanager loads assemblies the net framework uses the appdomainmanager class to create and manage one or more isolated runtime environments called application domains inside process to host the execution of net applications assemblies exe or dll binaries compiled to run as net code may be loaded into an application domain as executable code known as appdomainmanager injection adversaries may execute arbitrary code by hijacking how net applications load assemblies for example malware may create custom application domain inside target process to load and execute an arbitrary assembly alternatively configuration files config or process environment variables that define net runtime settings may be tampered with to instruct otherwise benign net applications to load malicious assembly identified by name into the target process,0
adversaries may leverage the cor profiler environment variable to hijack the execution flow of programs that load the net clr the cor profiler is net framework feature which allows developers to specify an unmanaged or external of net profiling dll to be loaded into each net process that loads the common language runtime clr these profilers are designed to monitor troubleshoot and debug managed code executed by the net clr the cor profiler environment variable can be set at various scopes system user or process resulting in different levels of influence system and user wide environment variable scopes are specified in the registry where component object model com object can be registered as profiler dll process scope cor profiler can also be created in memory without modifying the registry starting with net framework the profiling dll does not need to be registered as long as the location of the dll is specified in the cor profiler path environment variable adversaries may abuse cor profiler to establish persistence that executes malicious dll in the context of all net processes every time the clr is invoked the cor profiler can also be used to elevate privileges ex bypass user account control if the victim net process executes at higher permission level as well as to hook and impair defenses provided by net processes,0
adversaries may abuse dynamic link library files dlls in order to achieve persistence escalate privileges and evade defenses dlls are libraries that contain code and data that can be simultaneously utilized by multiple programs while dlls are not malicious by nature they can be abused through mechanisms such as side loading hijacking search order and phantom dll hijacking specific ways dlls are abused by adversaries include dll sideloading adversaries may execute their own malicious payloads by side loading dlls side loading involves hijacking which dll program loads by planting and then invoking legitimate application that executes their payload side loading positions both the victim application and malicious payload alongside each other adversaries likely use side loading as means of masking actions they perform under legitimate trusted and potentially elevated system or software process benign executables used to side load payloads may not be flagged during delivery and execution adversary payloads may also be encrypted or otherwise obfuscated until loaded into the memory of the trusted process adversaries may also side load other packages such as bpls borland package library adversaries may chain dll sideloading multiple times to fragment functionality hindering analysis adversaries using multiple dll files can split the loader functions across different dlls with main dll loading the separated export functions spreading loader functions across multiple dlls makes analysis harder since all files must be collected to fully understand the malware behavior another method implements loader for loader where malicious dll sole role is to load second dll or chain of dlls that contain the real payload dll search order hijacking adversaries may execute their own malicious payloads by hijacking the search order that windows uses to load dlls this search order is sequence of special and standard search locations that program checks when loading dll an adversary can plant trojan dll in directory that will be prioritized by the dll search order over the location of legitimate library this will cause windows to load the malicious dll when it is called for by the victim program dll redirection adversaries may directly modify the search order via dll redirection which after being enabled in the registry or via the creation of redirection file may cause program to load dll from different location phantom dll hijacking adversaries may leverage phantom dll hijacking by targeting references to non existent dll files they may be able to load their own malicious dll by planting it with the correct name in the location of the missing module dll substitution adversaries may target existing valid dll files and substitute them with their own malicious dlls planting them with the same name and in the same location as the valid dll file programs that fall victim to dll hijacking may appear to behave normally because malicious dlls may be configured to also load the legitimate dlls they were meant to replace evading defenses remote dll hijacking can occur when program sets its current directory to remote location such as web share before loading dll if valid dll is configured to run at higher privilege level then the adversary controlled dll that is loaded will also be executed at the higher level in this case the technique could be used for privilege escalation,0
adversaries may execute their own payloads by placing malicious dynamic library dylib with an expected name in path victim application searches at runtime the dynamic loader will try to find the dylibs based on the sequential order of the search paths paths to dylibs may be prefixed with code rpath which allows developers to use relative paths to specify an array of search paths used at runtime based on the location of the executable additionally if weak linking is used such as the code lc load weak dylib function an application will still execute even if an expected dylib is not present weak linking enables developers to run an application on multiple macos versions as new apis are added adversaries may gain execution by inserting malicious dylibs with the name of the missing dylib in the identified path dylibs are loaded into an application address space allowing the malicious dylib to inherit the application privilege level and resources based on the application this could result in privilege escalation and uninhibited network access this method may also evade detection from security products since the execution is masked under legitimate process,0
adversaries may execute their own malicious payloads by hijacking environment variables the dynamic linker uses to load shared libraries during the execution preparation phase of program the dynamic linker loads specified absolute paths of shared libraries from various environment variables and files such as code ld preload on linux or code dyld insert libraries on macos libraries specified in environment variables are loaded first taking precedence over system libraries with the same function name each platform linker uses an extensive list of environment variables at different points in execution these variables are often used by developers to debug binaries without needing to recompile deconflict mapped symbols and implement custom functions in the original library hijacking dynamic linker variables may grant access to the victim process memory system resources and possibly elevated privileges on linux adversaries may set code ld preload to point to malicious libraries that match the name of legitimate libraries which are requested by victim program causing the operating system to load the adversary malicious code upon execution of the victim program for example adversaries have used ld preload to inject malicious library into every descendant process of the sshd daemon resulting in execution under legitimate process when the executing sub process calls the execve function for example the malicious library execve function is executed rather than the system function execve contained in the system library on disk this allows adversaries to hide artifacts from detection as hooking system functions such as execve and readdir enables malware to scrub its own artifacts from the results of commands such as ls ldd iptables and dmesg hijacking dynamic linker variables may grant access to the victim process memory system resources and possibly elevated privileges,1
adversaries may execute their own malicious payloads by hijacking the binaries used by an installer these processes may automatically execute specific binaries as part of their functionality or to perform other actions if the permissions on the file system directory containing target binary or permissions on the binary itself are improperly set then the target binary may be overwritten with another binary using user level permissions and executed by the original process if the original process and thread are running under higher permissions level then the replaced binary will also execute under higher level permissions which could include system another variation of this technique can be performed by taking advantage of weakness that is common in executable self extracting installers during the installation process it is common for installers to use subdirectory within the code temp directory to unpack binaries such as dlls exes or other payloads when installers create subdirectories and files they often do not set appropriate permissions to restrict write access which allows for execution of untrusted code placed in the subdirectories or overwriting of binaries used in the installation process this behavior is related to and may take advantage of dll search order hijacking adversaries may use this technique to replace legitimate binaries with malicious ones as means of executing code at higher permissions level some installers may also require elevated privileges that will result in privilege escalation when executing adversary controlled code this behavior is related to bypass user account control several examples of this weakness in existing common installers have been reported to software vendors if the executing process is set to run at specific time or during certain event system bootup then this technique can also be used for persistence,0
adversaries may abuse the code kernelcallbacktable of process to hijack its execution flow in order to run their own payloads the code kernelcallbacktable can be found in the process environment block peb and is initialized to an array of graphic functions available to gui process once code user32 dll is loaded an adversary may hijack the execution flow of process using the code kernelcallbacktable by replacing an original callback function with malicious payload modifying callback functions can be achieved in various ways involving related behaviors such as reflective code loading or process injection into another process pointer to the memory address of the code kernelcallbacktable can be obtained by locating the peb ex via call to the code ntqueryinformationprocess native api function once the pointer is located the code kernelcallbacktable can be duplicated and function in the table code fncopydata set to the address of malicious payload ex via code writeprocessmemory the peb is then updated with the new address of the table once the tampered function is invoked the malicious payload will be triggered the tampered function is typically invoked using windows message after the process is hijacked and malicious code is executed the code kernelcallbacktable may also be restored to its original state by the rest of the malicious payload use of the code kernelcallbacktable to hijack execution flow may evade detection from security products since the execution can be masked under legitimate process,0
adversaries may execute their own malicious payloads by hijacking environment variables used to load libraries the path environment variable contains list of directories user and system that the os searches sequentially through in search of the binary that was called from script or the command line adversaries can place malicious program in an earlier entry in the list of directories stored in the path environment variable resulting in the operating system executing the malicious binary rather than the legitimate binary when it searches sequentially through that path listing for example on windows if an adversary places malicious program named net exe in path which by default precedes in the path environment variable when net is executed from the command line the path will be called instead of the system legitimate executable at some methods of executing program rely on the path environment variable to determine the locations that are searched when the path for the program is not given such as executing programs from command and scripting interpreter adversaries may also directly modify the path variable specifying the directories to be searched an adversary can modify the path variable to point to directory they have write access when program using the path variable is called the os searches the specified directory and executes the malicious binary on macos this can also be performed through modifying the home variable these variables can be modified using the command line launchctl unix shell configuration modification or modifying the folder contents,1
adversaries may execute their own malicious payloads by hijacking the search order used to load other programs because some programs do not call other programs using the full path adversaries may place their own file in the directory where the calling program is located causing the operating system to launch their malicious software at the request of the calling program search order hijacking occurs when an adversary abuses the order in which windows searches for programs that are not given path unlike dll search order hijacking the search order differs depending on the method that is used to execute the program however it is common for windows to search in the directory of the initiating program before searching through the windows system directory an adversary who finds program vulnerable to search order hijacking program that does not specify the path to an executable may take advantage of this vulnerability by creating program named after the improperly specified program and placing it within the initiating program directory for example example exe runs cmd exe with the command line argument code net user an adversary may place program called net exe within the same directory as example exe net exe will be run instead of the windows system utility net in addition if an adversary places program called net com in the same directory as net exe then code cmd exe net user will execute net com instead of net exe due to the order of executable extensions defined under pathext search order hijacking is also common practice for hijacking dll loads and is covered in dll,0
adversaries may execute their own malicious payloads by hijacking vulnerable file path references adversaries can take advantage of paths that lack surrounding quotations by placing an executable in higher level directory within the path so that windows will choose the adversary executable to launch service paths and shortcut paths may also be vulnerable to path interception if the path has one or more spaces and is not surrounded by quotation marks code path with space program exe vs code path with space program exe stored in windows registry keys an adversary can place an executable in higher level directory of the path and windows will resolve that executable instead of the intended executable for example if the path in shortcut is code files myapp exe an adversary may create program at code that will be run instead of the intended program this technique can be used for persistence if executables are called on regular basis as well as privilege escalation if intercepted executables are started by higher privileged process,0
adversaries may execute their own malicious payloads by hijacking the binaries used by services adversaries may use flaws in the permissions of windows services to replace the binary that is executed upon service start these service processes may automatically execute specific binaries as part of their functionality or to perform other actions if the permissions on the file system directory containing target binary or permissions on the binary itself are improperly set then the target binary may be overwritten with another binary using user level permissions and executed by the original process if the original process and thread are running under higher permissions level then the replaced binary will also execute under higher level permissions which could include system adversaries may use this technique to replace legitimate binaries with malicious ones as means of executing code at higher permissions level if the executing process is set to run at specific time or during certain event system bootup then this technique can also be used for persistence,0
adversaries may execute their own malicious payloads by hijacking the registry entries used by services flaws in the permissions for registry keys related to services can allow adversaries to redirect the originally specified executable to one they control launching their own code when service starts windows stores local service configuration information in the registry under code hklm system currentcontrolset services the information stored under service registry keys can be manipulated to modify service execution parameters through tools such as the service controller sc exe powershell or reg access to registry keys is controlled through access control lists and user permissions if the permissions for users and groups are not properly set and allow access to the registry keys for service adversaries may change the service binpath to point to different executable under their control when the service starts or is restarted the adversary controlled program will execute allowing the adversary to establish persistence and privilege escalation to the account context the service is set to execute under local account system localservice or networkservice adversaries may also alter other registry keys in the service registry tree for example the code failurecommand key may be changed so that the service is executed in an elevated context anytime the service fails or is intentionally corrupted the code performance key contains the name of driver service performance dll and the names of several exported functions in the dll if the code performance key is not already present and if an adversary controlled user has the code create subkey permission adversaries may create the code performance key in the service registry tree to point to malicious dll adversaries may also add the code parameters key which can reference malicious drivers file paths this technique has been identified to be method of abuse by configuring dll file paths within the code parameters key of given services registry configuration by placing and configuring the code parameters key to reference malicious dll adversaries can ensure that their code is loaded persistently whenever the associated service or library is invoked for example the registry path code hkey local machine system currentcontrolset services winsock2 parameters contains the code autodiadll value which specifies the dll to be loaded for autodial funcitionality an adversary could set the code autodiadll to point to hijacked or malicious dll code autodialdll this ensures persistence as it causes the dll in this case foo dll to be loaded each time the winsock library is invoked,0
adversaries may implant cloud or container images with malicious code to establish persistence after gaining access to an environment amazon web services aws amazon machine images amis google cloud platform gcp images and azure images as well as popular container runtimes such as docker can be implanted or backdoored unlike upload malware this technique focuses on adversaries implanting an image in registry within victim environment depending on how the infrastructure is provisioned this could provide persistent access if the infrastructure provisioning tool is instructed to always use the latest image tool has been developed to facilitate planting backdoors in cloud container images if an adversary has access to compromised aws instance and permissions to list the available container images they may implant backdoor such as web shell,0
adversaries may selectively delete or modify artifacts generated to reduce indications of their presence and blend in with legitimate activity rather than broadly removing evidence adversaries may target specific artifacts that appear anomalous or are likely to draw scrutiny while leaving sufficient data intact to maintain the appearance of normal system behavior artifacts such as command histories log entries or file metadata may be altered in ways that align with expected user or system activity location format and type of artifact such as command or login history are often platform specific allowing adversaries to tailor modifications that minimize suspicion these actions may not prevent detection entirely but can delay recognition of malicious activity or reduce the fidelity of alerts by making events appear benign or consistent with routine operations additionally selectively removed or modified artifacts may still be recoverable through deeper forensic analysis though their absence or alteration can complicate timeline reconstruction and attribution,1
in addition to clearing system logs an adversary may clear the command history of compromised account to conceal the actions undertaken during an intrusion various command interpreters keep track of the commands users type in their terminal so that users can retrace what they ve done on linux and macos these command histories can be accessed in few different ways while logged in this command history is tracked in file pointed to by the environment variable code histfile when user logs off system this information is flushed to file in the user home directory called code the benefit of this is that it allows users to go back to commands they ve used before in different sessions adversaries may delete their commands from these logs by manually clearing the history code history or deleting the bash history file code rm adversaries may also leverage network device cli on network devices to clear command history data code clear logging and code clear history on esxi servers command history may be manually removed from the file on windows hosts powershell has two different command history providers the built in history and the command history managed by the code psreadline module the built in history only tracks the commands used in the current session this command history is not available to other sessions and is deleted when the session ends the code psreadline command history tracks the commands used in all powershell sessions and writes them to file code env appdata microsoft windows powershell psreadline consolehost history txt by default this history file is available to all sessions and contains all past history since the file is not deleted when the session ends adversaries may run the powershell command code clear history to flush the entire command history from current powershell session this however will not delete the code consolehost history txt file adversaries may also delete the code consolehost history txt file or edit its contents to hide powershell commands they have run,1
adversaries may modify mail and mail application data to remove evidence of their activity email applications allow users and other programs to export and delete mailbox data via command line tools or use of apis mail application data can be emails email metadata or logs generated by the application or operating system such as export requests adversaries may manipulate emails and mailbox data to remove logs artifacts and metadata such as evidence of phishing spearphishing email collection mail protocols for command and control or email based exfiltration such as exfiltration over alternative protocol for example to remove evidence on exchange servers adversaries have used the code exchangepowershell powershell module including code remove mailboxexportrequest to remove evidence of mailbox exports on linux and macos adversaries may also delete emails through command line utility called code mail or use applescript to interact with apis on macos adversaries may also remove emails and metadata indicative of spam or suspicious activity for example through the use of organization wide transport rules to reduce the likelihood of malicious emails being detected by security products,1
adversaries may clear or remove evidence of malicious network connections in order to clean up traces of their operations configuration settings as well as various artifacts that highlight connection history may be created on system and in application logs from behaviors that require network connections such as remote services or external remote services defenders may use these artifacts to monitor or otherwise analyze network connections created by adversaries network connection history may be stored in various locations for example rdp connection history may be stored in windows registry values under code hkey current user software microsoft terminal server client default code hkey current user software microsoft terminal server client servers windows may also store information about recent rdp connections in files such as code and server client cache similarly macos and linux hosts may store information highlighting connection history in system logs such as those stored in and malicious network connections may also require changes to third party applications or network configuration settings such as disable or modify system firewall or tampering to enable proxy adversaries may delete or modify this data to conceal indicators and impede defensive analysis,1
adversaries may clear artifacts associated with previously established persistence on host system to remove evidence of their activity this may involve various actions such as removing services deleting executables modify registry plist file modification or other methods of cleanup to prevent defenders from collecting evidence of their persistent presence adversaries may also delete accounts previously created to maintain persistence create account in some instances artifacts of persistence may also be removed once an adversary persistence is executed in order to prevent errors with the new instance of the malware,1
